,NUMBER,CODE,SERIAL,NAME,TYPE1,TYPE2,COLOR,ABILITY1,ABILITY2,ABILITY HIDDEN,GENERATION,LEGENDARY,MEGA_EVOLUTION,HEIGHT,WEIGHT,HP,ATK,DEF,SP_ATK,SP_DEF,SPD,TOTAL,bulk,power
571,479,4,4794,Rotom,Electric,Ice,Red,Levitate,,,4,0,0,0.3,0.3,50,65,107,105,107,86,520,190,105
572,479,5,4795,Rotom,Electric,Flying,Red,Levitate,,,4,0,0,0.3,0.3,50,65,107,105,107,86,520,190,105
573,479,6,4796,Rotom,Electric,Grass,Red,Levitate,,,4,0,0,0.3,0.3,50,65,107,105,107,86,520,190,105
574,480,1,4801,Uxie,Psychic,,Yellow,Levitate,,,4,1,0,0.3,0.3,75,75,130,75,130,95,580,261,75
575,481,1,4811,Mesprit,Psychic,,Pink,Levitate,,,4,1,0,0.3,0.3,80,105,105,105,105,80,580,223,105
576,482,1,4821,Azelf,Psychic,,Blue,Levitate,,,4,1,0,0.3,0.3,75,125,70,125,70,115,580,155,125
577,483,1,4831,Dialga,Steel,Dragon,White,Pressure,,Telepathy,4,1,0,5.4,683.0,100,120,120,150,100,90,680,238,150
578,484,1,4841,Palkia,Water,Dragon,Purple,Pressure,,Telepathy,4,1,0,4.2,336.0,90,120,100,150,120,100,680,226,150
579,485,1,4851,Heatran,Fire,Steel,Brown,Flash Fire,,Flame Body,4,1,0,1.7,430.0,91,90,106,130,106,77,600,239,130
580,486,1,4861,Regigigas,Normal,,White,Slow Start,,,4,1,0,3.7,420.0,110,160,110,80,110,100,670,271,160
581,487,1,4871,Giratina,Ghost,Dragon,Black,Pressure,,Telepathy,4,1,0,4.5,750.0,150,100,120,100,120,90,680,347,100
582,487,2,4872,Giratina,Ghost,Dragon,Black,Levitate,,,4,1,0,6.9,650.0,150,120,100,120,100,90,680,297,120
583,488,1,4881,Cresselia,Psychic,,Yellow,Levitate,,,4,1,0,1.5,85.6,120,70,120,75,130,85,600,306,75
584,489,1,4891,Phione,Water,,Blue,Hydration,,,4,1,0,0.4,3.1,80,80,80,80,80,80,480,178,80
585,490,1,4901,Manaphy,Water,,Blue,Hydration,,,4,1,0,0.3,1.4,100,100,100,100,100,100,600,238,100
586,491,1,4911,Darkrai,Dark,,Black,Bad Dreams,,,4,1,0,1.5,50.5,70,90,90,135,90,125,600,185,135
587,492,1,4921,Shaymin,Grass,,Green,Natural cure,,,4,1,0,0.2,2.1,100,100,100,100,100,100,600,238,100
588,492,2,4922,Shaymin,Grass,Flying,Green,Serene Grace,,,4,1,0,0.4,5.2,100,103,75,120,75,127,600,187,120
589,493,1,4931,Arceus,Normal,,White,Multitype,,,4,1,0,3.2,320.0,120,120,120,120,120,120,720,306,120
590,494,1,4941,Victini,Psychic,Fire,Yellow,Victory Star,,,5,1,0,0.4,4.0,100,100,100,100,100,100,600,238,100
591,495,1,4951,Snivy,Grass,,Green,Overgrow,,Contrary,5,0,0,0.6,8.1,45,45,55,45,55,63,308,107,45
592,496,1,4961,Servine,Grass,,Green,Overgrow,,Contrary,5,0,0,0.8,16.0,60,60,75,60,75,83,413,150,60
593,497,1,4971,Serperior,Grass,,Green,Overgrow,,Contrary,5,0,0,3.3,63.0,75,75,95,75,95,113,528,200,75
594,498,1,4981,Tepig,Fire,,Red,Blaze,,Thick Fat,5,0,0,0.5,9.9,65,63,45,45,45,45,308,105,63
595,499,1,4991,Pignite,Fire,Fighting,Red,Blaze,,Thick Fat,5,0,0,1.0,55.5,90,93,55,70,55,55,418,140,93
596,500,1,5001,Emboar,Fire,Fighting,Red,Blaze,,Reckless,5,0,0,1.6,150.0,110,123,65,100,65,65,528,175,123
597,501,1,5011,Oshawott,Water,,Blue,Torrent,,Shell Armor,5,0,0,0.5,5.9,55,55,45,63,45,45,308,98,63
598,502,1,5021,Dewott,Water,,Blue,Torrent,,Shell Armor,5,0,0,0.8,24.5,75,75,60,83,60,60,413,138,83
599,503,1,5031,Samurott,Water,,Blue,Torrent,,Shell Armor,5,0,0,1.5,94.6,95,100,85,108,70,70,528,173,108
600,504,1,5041,Patrat,Normal,,Brown,Run Away,Keen Eye,Analytic,5,0,0,0.5,11.6,45,55,39,35,39,42,255,83,55
601,505,1,5051,Watchog,Normal,,Brown,Illuminate,Keen Eye,Analytic,5,0,0,1.1,27.0,60,85,69,60,69,77,420,140,85
602,506,1,5061,Lillipup,Normal,,Brown,Vital Spilit,Pickup,Run Away,5,0,0,0.4,4.1,45,60,45,25,45,55,275,92,60
603,507,1,5071,Herdier,Normal,,Grey,Intimidate,Sand Rush,Scrappy,5,0,0,0.9,14.7,65,80,65,35,65,60,370,138,80
604,508,1,5081,Stoutland,Normal,,Grey,Intimidate,Sand Rush,Scrappy,5,0,0,1.2,61.0,85,110,90,45,90,80,500,201,110
605,509,1,5091,Purrloin,Dark,,Purple,Limber,Unburden,Prankster,5,0,0,0.4,10.1,41,50,37,50,37,66,281,78,50
606,510,1,5101,Liepard,Dark,,Purple,Limber,Unburden,Prankster,5,0,0,1.1,37.5,64,88,50,88,50,106,446,112,88
607,511,1,5111,Pansage,Grass,,Green,Gluttony,,Overgrow,5,0,0,0.6,10.5,50,53,48,53,48,64,316,100,53
608,512,1,5121,Simisage,Grass,,Green,Gluttony,,Overgrow,5,0,0,1.1,30.5,75,98,63,98,63,101,498,143,98
609,513,1,5131,Pansear,Fire,,Red,Gluttony,,Blaze,5,0,0,0.6,11.0,50,53,48,53,48,64,316,100,53
610,514,1,5141,Simisear,Fire,,Red,Gluttony,,Blaze,5,0,0,1.0,28.0,75,98,63,98,63,101,498,143,98
611,515,1,5151,Panpour,Water,,Blue,Gluttony,,Torrent,5,0,0,0.6,13.5,50,53,48,53,48,64,316,100,53
612,516,1,5161,Simipour,Water,,Blue,Gluttony,,Torrent,5,0,0,1.0,29.0,75,98,63,98,63,101,498,143,98
613,517,1,5171,Munna,Psychic,,Pink,Forewarn,Synchronize,Telepathy,5,0,0,0.6,23.3,76,25,45,67,55,24,292,112,67
614,518,1,5181,Musharna,Psychic,,Pink,Forewarn,Synchronize,Telepathy,5,0,0,1.1,60.5,116,55,85,107,95,29,487,224,107
615,519,1,5191,Pidove,Normal,Flying,Grey,Big Pecks,Super Luck,Rivalry,5,0,0,0.3,2.1,50,55,50,36,30,43,264,72,55
616,520,1,5201,Tranquill,Normal,Flying,Grey,Big Pecks,Super Luck,Rivalry,5,0,0,0.6,15.0,62,77,62,50,42,65,358,98,77
617,521,1,5211,Unfezant,Normal,Flying,Grey,Big Pecks,Super Luck,Rivalry,5,0,0,1.2,29.0,80,115,80,65,55,93,488,132,115
618,522,1,5221,Blitzle,Electric,,Black,Lightning Rod,Motor Drive,Sap Sipper,5,0,0,0.8,29.8,45,60,32,50,32,76,295,73,60
619,523,1,5231,Zebstrika,Electric,,Black,Lightning Rod,Motor Drive,Sap Sipper,5,0,0,1.6,79.5,75,100,63,80,63,116,497,143,100
620,524,1,5241,Roggenrola,Rock,,Blue,Sturdy,Weak Armor,Sand Force,5,0,0,0.4,18.0,55,75,85,25,25,15,280,67,75
621,525,1,5251,Boldore,Rock,,Blue,Sturdy,Weak Armor,Sand Force,5,0,0,0.9,102.0,70,105,105,50,40,20,390,99,105
622,526,1,5261,Gigalith,Rock,,Blue,Sturdy,Sand Stream,Sand Force,5,0,0,1.7,260.0,85,135,130,60,80,25,515,183,135
623,527,1,5271,Woobat,Psychic,Flying,Blue,Unaware,Klutz,Simple,5,0,0,0.4,2.1,65,45,43,55,43,72,323,101,55
624,528,1,5281,Swoobat,Psychic,Flying,Blue,Unaware,Klutz,Simple,5,0,0,0.9,10.5,67,57,55,77,55,114,425,123,77
625,529,1,5291,Drilbur,Ground,,Grey,Sand Rush,Sand Force,Mold Breaker,5,0,0,0.3,8.5,60,85,40,30,45,68,328,93,85
626,530,1,5301,Excadrill,Ground,Steel,Grey,Sand Rush,Sand Force,Mold Breaker,5,0,0,0.7,40.4,110,135,60,50,65,88,508,165,135
627,531,1,5311,Audino,Normal,,Pink,Healer,Regenerator,Klutz,5,0,0,1.1,31.0,103,60,86,60,86,50,445,213,60
628,531,2,5312,Mega Audino,Normal,Fairy,White,Healer,,,5,0,1,1.5,32.0,103,60,126,80,126,50,545,295,80
629,532,1,5321,Timburr,Fighting,,Grey,Guts,Sheer Force,Iron Fist,5,0,0,0.6,12.5,75,80,55,25,35,35,305,93,80
630,533,1,5331,Gurdurr,Fighting,,Grey,Guts,Sheer Force,Iron Fist,5,0,0,1.2,40.0,85,105,85,40,50,40,405,127,105
631,534,1,5341,Conkeldurr,Fighting,,Brown,Guts,Sheer Force,Iron Fist,5,0,0,1.4,87.0,105,140,95,55,65,45,505,171,140
632,535,1,5351,Tympole,Water,,Blue,Swift Swim,Hydration,Water Absorb,5,0,0,0.5,4.5,50,50,40,50,40,64,294,88,50
633,536,1,5361,Palpitoad,Water,Ground,Blue,Swift Swim,Hydration,Water Absorb,5,0,0,0.8,17.0,75,65,55,65,55,69,384,129,65
634,537,1,5371,Seismitoad,Water,Ground,Blue,Swift Swim,Poison Touch,Water Absorb,5,0,0,1.5,62.0,105,95,75,85,75,74,509,192,95
635,538,1,5381,Throh,Fighting,,Red,Guts,Inner Focus,Mold Breaker,5,0,0,1.3,55.5,120,100,85,30,85,45,465,228,100
636,539,1,5391,Sawk,Fighting,,Blue,Sturdy,Inner Focus,Mold Breaker,5,0,0,1.4,51.0,75,125,75,30,75,85,465,164,125
637,540,1,5401,Sewaddle,Bug,Grass,Yellow,Swarm,Chlorophyll,Overcoat,5,0,0,0.3,2.5,45,53,70,40,60,42,310,114,53
638,541,1,5411,Swadloon,Bug,Grass,Green,Leaf guard,Chlorophyll,Overcoat,5,0,0,0.5,7.3,55,63,90,50,80,42,380,153,63
639,542,1,5421,Leavanny,Bug,Grass,Yellow,Swarm,Chlorophyll,Overcoat,5,0,0,1.2,20.5,75,103,80,70,80,92,500,173,103
640,543,1,5431,Venipede,Bug,Poison,Red,Poison Point,Swarm,Speed Boost,5,0,0,0.4,5.3,30,45,59,30,39,57,260,75,45
641,544,1,5441,Whirlipede,Bug,Poison,Grey,Poison Point,Swarm,Speed Boost,5,0,0,1.2,58.5,40,55,99,40,79,47,360,137,55
642,545,1,5451,Scolipede,Bug,Poison,Red,Poison Point,Swarm,Speed Boost,5,0,0,1.5,200.5,60,100,89,55,69,112,485,140,100
643,546,1,5461,Cottonee,Grass,Fairy,Green,Prankster,Infiltrator,Chlorophyll,5,0,0,0.3,0.6,40,27,60,37,50,66,280,96,37
644,547,1,5471,Whimsicott,Grass,Fairy,Green,Prankster,Infiltrator,Chlorophyll,5,0,0,0.7,6.6,60,67,85,77,75,116,480,150,77
645,548,1,5481,Petilil,Grass,,Green,Chlorophyll,Own Tempo,Leaf Guard,5,0,0,0.5,6.6,45,35,50,70,50,30,280,99,70
646,549,1,5491,Lilligant,Grass,,Green,Chlorophyll,Own Tempo,Leaf Guard,5,0,0,1.1,16.3,70,60,75,110,75,90,480,159,110
647,550,1,5501,Basculin,Water,,Green,Reckless,Adaptability,Mold Breaker,5,0,0,1.0,18.0,70,92,65,80,55,98,460,125,92
648,550,2,5502,Basculin,Water,,Green,Rock Head,Adaptability,Mold Breaker,5,0,0,1.0,18.0,70,92,65,80,55,98,460,125,92
649,551,1,5511,Sandile,Ground,Dark,Brown,Intimidate,Moxie,Anger Point,5,0,0,0.7,15.2,50,72,35,35,35,65,292,80,72
650,552,1,5521,Krokorok,Ground,Dark,Brown,Intimidate,Moxie,Anger Point,5,0,0,1.0,33.4,60,82,45,45,45,74,351,102,82
651,553,1,5531,Krookodile,Ground,Dark,Red,Intimidate,Moxie,Anger Point,5,0,0,1.5,96.3,95,117,80,65,70,92,519,173,117
652,554,1,5541,Darumaka,Fire,,Red,Hustle,,Inner Focus,5,0,0,0.6,37.5,70,90,45,15,45,50,315,108,90
653,554,2,5542,Darumaka,Ice,,White,Hustle,,Inner Focus,8,0,0,0.7,40.0,70,90,45,15,45,50,315,108,90
654,555,1,5551,Darmanitan,Fire,,Red,Sheer Force,,Zen Mode,5,0,0,1.3,92.9,105,140,55,30,55,95,480,151,140
655,555,2,5552,Darmanitan,Fire,Psychic,White,Zen Mode,,,5,0,0,1.3,92.9,105,30,105,140,105,55,540,254,140
656,555,3,5553,Darmanitan,Ice,,White,Gorilla Tactics,,Zen Mode,8,0,0,1.7,120.0,105,140,55,30,55,95,480,151,140
657,555,4,5554,Darmanitan,Ice,Fire,White,Gorilla Tactics,,Zen Mode,8,0,0,1.7,120.0,105,160,55,30,55,135,540,151,160
658,556,1,5561,Maractus,Grass,,Green,Water Absorb,Chlorophyll,Storm Drain,5,0,0,1.0,28.0,75,86,67,106,67,60,461,150,106
659,557,1,5571,Dwebble,Bug,Rock,Red,Sturdy,Shell Armor,Weak Armor,5,0,0,0.3,14.5,50,65,85,35,35,55,325,80,65
660,558,1,5581,Crustle,Bug,Rock,Red,Sturdy,Shell Armor,Weak Armor,5,0,0,1.4,200.0,70,105,125,65,75,45,485,159,105
661,559,1,5591,Scraggy,Dark,Fighting,Yellow,Shed Skin,Moxie,Intimidate,5,0,0,0.6,11.8,50,75,70,35,70,48,348,133,75
662,560,1,5601,Scrafty,Dark,Fighting,Red,Shed Skin,Moxie,Intimidate,5,0,0,1.1,30.0,65,90,115,45,115,58,488,222,90
663,561,1,5611,Sigilyph,Psychic,Flying,Black,Wonder Skin,Magic Guard,Tinted Lens,5,0,0,1.4,14.0,72,58,80,103,80,97,490,170,103
664,562,1,5621,Yamask,Ghost,,Black,Mummy,,,5,0,0,0.5,1.5,38,30,85,55,65,30,303,116,55
665,562,2,5622,Yamask,Ghost,Ground,Black,Wandering Spilit,,,8,0,0,0.5,1.5,38,55,85,30,65,30,303,116,55
666,563,1,5631,Cofagrigus,Ghost,,Yellow,Mummy,,,5,0,0,1.7,76.5,58,50,145,95,105,30,483,196,95
667,564,1,5641,Tirtouga,Water,Rock,Blue,Solid Rock,Sturdy,Swift Swim,5,0,0,0.7,16.5,54,78,103,53,45,22,355,98,78
668,565,1,5651,Carracosta,Water,Rock,Blue,Solid Rock,Sturdy,Swift Swim,5,0,0,1.2,81.0,74,108,133,83,65,32,495,146,108
669,566,1,5661,Archen,Rock,Flying,Yellow,Defeatist,,,5,0,0,0.5,9.5,55,112,45,74,45,70,401,98,112
670,567,1,5671,Archeops,Rock,Flying,Yellow,Defeatist,,,5,0,0,1.4,32.0,75,140,65,112,65,110,567,146,140
671,568,1,5681,Trubbish,Poison,,Green,Stench,Sticky Hold,Aftermath,5,0,0,0.6,31.0,50,50,62,40,62,65,329,121,50
672,569,1,5691,Garbodor,Poison,,Green,Stench,Weak Armor,Aftermath,5,0,0,1.9,107.3,80,95,82,60,82,75,474,182,95
673,570,1,5701,Zorua,Dark,,Grey,Illusion,,,5,0,0,0.7,12.5,40,65,40,80,40,65,330,82,80
674,571,1,5711,Zoroark,Dark,,Grey,Illusion,,,5,0,0,1.6,81.1,60,105,60,120,60,105,510,126,120
675,572,1,5721,Minccino,Normal,,Grey,Cute Charm,Technician,Skill Link,5,0,0,0.4,5.8,55,50,40,40,40,75,300,91,50
676,573,1,5731,Cinccino,Normal,,Grey,Cute Charm,Technician,Skill Link,5,0,0,0.5,7.5,75,95,60,65,60,115,470,138,95
677,574,1,5741,Gothita,Psychic,,Purple,Frisk,Competitive,Shadow Tag,5,0,0,0.4,5.8,45,30,50,55,65,45,290,99,55
678,575,1,5751,Gothorita,Psychic,,Purple,Frisk,Competitive,Shadow Tag,5,0,0,0.7,18.0,60,45,70,75,85,55,390,142,75
679,576,1,5761,Gothitelle,Psychic,,Purple,Frisk,Competitive,Shadow Tag,5,0,0,1.5,44.0,70,55,95,95,110,65,490,194,95
680,577,1,5771,Solosis,Psychic,,Green,Overcoat,Magic Guard,Regenerator,5,0,0,0.3,1.0,45,30,40,105,50,20,290,85,105
681,578,1,5781,Duosion,Psychic,,Green,Overcoat,Magic Guard,Regenerator,5,0,0,0.6,8.0,65,40,50,125,60,30,370,113,125
682,579,1,5791,Reuniclus,Psychic,,Green,Overcoat,Magic Guard,Regenerator,5,0,0,1.0,20.1,110,65,75,125,85,30,490,197,125
683,580,1,5801,Ducklett,Water,Flying,Blue,Keen Eye,Big Pecks,Hydration,5,0,0,0.5,5.5,62,44,50,44,50,55,305,111,44
684,581,1,5811,Swanna,Water,Flying,White,Keen Eye,Big Pecks,Hydration,5,0,0,1.3,24.2,75,87,63,87,63,98,473,143,87
685,582,1,5821,Vanillite,Ice,,White,Ice Body,Snow Cloak,Weak Armor,5,0,0,0.4,5.7,36,50,50,65,60,44,305,93,65
686,583,1,5831,Vanillish,Ice,,White,Ice Body,Snow Cloak,Weak Armor,5,0,0,1.1,41.0,51,65,65,80,75,59,395,126,80
687,584,1,5841,Vanilluxe,Ice,,White,Ice Body,Snow Warning,Weak Armor,5,0,0,1.3,57.5,71,95,85,110,95,79,535,178,110
688,585,1,5851,Deerling,Normal,Grass,Pink,Chlorophyll,Sap Sipper,Serene Grace,5,0,0,0.6,19.5,60,60,50,40,50,75,335,110,60
689,585,2,5852,Deerling,Normal,Grass,Green,Chlorophyll,Sap Sipper,Serene Grace,5,0,0,0.6,19.5,60,60,50,40,50,75,335,110,60
690,585,3,5853,Deerling,Normal,Grass,Red,Chlorophyll,Sap Sipper,Serene Grace,5,0,0,0.6,19.5,60,60,50,40,50,75,335,110,60
691,585,4,5854,Deerling,Normal,Grass,Brown,Chlorophyll,Sap Sipper,Serene Grace,5,0,0,0.6,19.5,60,60,50,40,50,75,335,110,60
692,586,1,5861,Sawsbuck,Normal,Grass,Brown,Chlorophyll,Sap Sipper,Serene Grace,5,0,0,1.9,92.5,80,100,70,60,70,95,475,160,100
693,586,2,5862,Sawsbuck,Normal,Grass,Brown,Chlorophyll,Sap Sipper,Serene Grace,5,0,0,1.9,92.5,80,100,70,60,70,95,475,160,100
694,586,3,5863,Sawsbuck,Normal,Grass,Brown,Chlorophyll,Sap Sipper,Serene Grace,5,0,0,1.9,92.5,80,100,70,60,70,95,475,160,100
695,586,4,5864,Sawsbuck,Normal,Grass,Brown,Chlorophyll,Sap Sipper,Serene Grace,5,0,0,1.9,92.5,80,100,70,60,70,95,475,160,100
696,587,1,5871,Emolga,Electric,Flying,White,Static,,Motor drive,5,0,0,0.4,5.0,55,75,60,75,60,103,428,122,75
697,588,1,5881,Karrablast,Bug,,Blue,Swarm,Shed Skin,No Guard,5,0,0,0.5,5.9,50,75,45,40,45,60,315,95,75
698,589,1,5891,Escavalier,Bug,Steel,Grey,Swarm,Shell Armor,Overcoat,5,0,0,1.0,33.0,70,135,105,60,105,20,495,211,135
699,590,1,5901,Foongus,Grass,Poison,White,Effect Spore,,Regenerator,5,0,0,0.2,1.0,69,55,45,55,55,15,294,107,55
700,591,1,5911,Amoonguss,Grass,Poison,White,Effect Spore,,Regenerator,5,0,0,0.6,10.5,114,85,70,85,80,30,464,190,85
701,592,1,5921,Frillish,Water,Ghost,White,Water Absorb,Cursed Body,Damp,5,0,0,1.2,33.0,55,40,50,65,85,40,335,106,65
702,593,1,5931,Jellicent,Water,Ghost,White,Water Absorb,Cursed Body,Damp,5,0,0,2.2,135.0,100,60,70,85,105,60,480,177,85
703,594,1,5941,Alomomola,Water,,Pink,Healer,Hydration,Regenerator,5,0,0,1.2,31.6,165,75,80,40,45,65,470,168,75
704,595,1,5951,Joltik,Bug,Electric,Yellow,Compound Eyes,Unnerve,Swarm,5,0,0,0.1,0.6,50,47,50,57,50,65,319,103,57
705,596,1,5961,Galvantula,Bug,Electric,Yellow,Compound Eyes,Unnerve,Swarm,5,0,0,0.8,14.3,70,77,60,97,60,108,472,134,97
706,597,1,5971,Ferroseed,Grass,Steel,Grey,Iron Barbs,,,5,0,0,0.6,18.8,44,50,91,24,86,10,305,151,50
707,598,1,5981,Ferrothorn,Grass,Steel,Grey,Iron Barbs,,Anticipation,5,0,0,1.0,110.0,74,94,131,54,116,20,489,235,94
708,599,1,5991,Klink,Steel,,Grey,Plus,Minus,Clear Body,5,0,0,0.3,21.0,40,55,70,45,60,30,300,110,55
709,600,1,6001,Klang,Steel,,Grey,Plus,Minus,Clear Body,5,0,0,0.6,51.0,60,80,95,70,85,50,440,166,80
710,601,1,6011,Klinklang,Steel,,Grey,Plus,Minus,Clear Body,5,0,0,0.6,81.0,60,100,115,70,85,90,520,166,100
711,602,1,6021,Tynamo,Electric,,White,Levitate,,,5,0,0,0.2,0.3,35,55,40,45,40,60,275,79,55
712,603,1,6031,Eelektrik,Electric,,Blue,Levitate,,,5,0,0,1.2,22.0,65,85,70,75,70,40,405,146,85
713,604,1,6041,Eelektross,Electric,,Blue,Levitate,,,5,0,0,2.1,80.5,85,115,80,105,80,50,515,183,115
714,605,1,6051,Elgyem,Psychic,,Blue,Telepathy,Synchronize,Analytic,5,0,0,0.5,9.0,55,55,55,85,55,30,335,114,85
715,606,1,6061,Beheeyem,Psychic,,Brown,Telepathy,Synchronize,Analytic,5,0,0,1.0,34.5,75,75,75,125,95,40,485,164,125
716,607,1,6071,Litwick,Ghost,Fire,White,Flash Fire,Flame Body,Infiltrator,5,0,0,0.3,3.1,50,30,55,65,55,20,275,110,65
717,608,1,6081,Lampent,Ghost,Fire,Black,Flash Fire,Flame Body,Infiltrator,5,0,0,0.6,13.0,60,40,60,95,60,55,370,126,95
718,609,1,6091,Chandelure,Ghost,Fire,Black,Flash Fire,Flame Body,Infiltrator,5,0,0,1.0,34.3,60,55,90,145,90,80,520,174,145
719,610,1,6101,Axew,Dragon,,Green,Rivalry,Mold Breaker,Unnerve,5,0,0,0.6,18.0,46,87,60,30,40,57,320,85,87
720,611,1,6111,Fraxure,Dragon,,Green,Rivalry,Mold Breaker,Unnerve,5,0,0,1.0,36.0,66,117,70,40,50,67,410,114,117
721,612,1,6121,Haxorus,Dragon,,Yellow,Rivalry,Mold Breaker,Unnerve,5,0,0,1.8,105.5,76,147,90,60,70,97,540,156,147
722,613,1,6131,Cubchoo,Ice,,White,Snow Cloak,Slush Rush,Rattled,5,0,0,0.5,8.5,55,70,40,60,40,40,305,91,70
723,614,1,6141,Beartic,Ice,,White,Snow Cloak,Slush Rush,Swift Swim,5,0,0,2.6,260.0,95,130,80,70,80,50,505,193,130
724,615,1,6151,Cryogonal,Ice,,Blue,Levitate,,,5,0,0,1.1,148.0,80,50,50,95,135,105,515,123,95
725,616,1,6161,Shelmet,Bug,,Red,Hydration,Shell Armor,Overcoat,5,0,0,0.4,7.7,50,40,85,40,65,25,305,126,40
726,617,1,6171,Accelgor,Bug,,Red,Hydration,Sticky Hold,Unburden,5,0,0,0.8,25.3,80,70,40,100,60,145,495,105,100
727,618,1,6181,Stunfisk,Electric,Ground,Brown,Stanfisk,Limber,Sand Veil,5,0,0,0.7,11.0,109,66,84,81,99,32,471,215,81
728,618,2,6182,Stunfisk,Ground,Steel,Green,Mimicry,,,8,0,0,0.7,20.5,109,81,99,66,84,32,471,215,81
729,619,1,6191,Mienfoo,Fighting,,Yellow,Inner Focus,Regenerator,Reckless,5,0,0,0.9,20.0,45,85,50,55,50,65,350,99,85
730,620,1,6201,Mienshao,Fighting,,Purple,Inner Focus,Regenerator,Reckless,5,0,0,1.4,35.5,65,125,60,95,60,105,510,130,125
731,621,1,6211,Druddigon,Dragon,,Red,Rough Skin,Sheer Force,Mold Breaker,5,0,0,1.6,139.0,77,120,90,60,90,48,485,193,120
732,622,1,6221,Golett,Ground,Ghost,Green,Iron Fist,Klutz,No Guard,5,0,0,1.0,92.0,59,74,50,35,50,35,303,109,74
733,623,1,6231,Golurk,Ground,Ghost,Green,Iron Fist,Klutz,No Guard,5,0,0,2.8,330.0,89,124,80,55,80,55,483,187,124
734,624,1,6241,Pawniard,Dark,Steel,Red,Defiant,Inner Focus,Pressure,5,0,0,0.5,10.2,45,85,70,40,40,60,340,85,85
735,625,1,6251,Bisharp,Dark,Steel,Red,Defiant,Inner Focus,Pressure,5,0,0,1.6,70.0,65,125,100,60,70,70,490,146,125
736,626,1,6261,Bouffalant,Normal,,Brown,Reckless,Sap Sipper,Soundproof,5,0,0,1.6,94.6,95,110,95,40,95,55,490,222,110
737,627,1,6271,Rufflet,Normal,Flying,White,Keen Eye,Sheer Force,Hustle,5,0,0,0.5,10.5,70,83,50,37,50,60,350,116,83
738,628,1,6281,Braviary,Normal,Flying,Red,Keen Eye,Sheer Force,Defiant,5,0,0,1.5,41.0,100,123,75,57,75,80,510,187,123
739,629,1,6291,Vullaby,Dark,Flying,Brown,Big Pecks,Overcoat,Weak Armor,5,0,0,0.5,9.0,70,55,75,45,65,60,370,142,55
740,630,1,6301,Mandibuzz,Dark,Flying,Brown,Big Pecks,Overcoat,Weak Armor,5,0,0,1.2,39.5,110,65,105,55,95,80,510,239,65
741,631,1,6311,Heatmor,Fire,,Red,Gluttony,Flaash Fire,White Smoke,5,0,0,1.4,58.0,85,97,66,105,66,65,484,157,105
742,632,1,6321,Durant,Bug,Steel,Grey,Swarm,Hustle,Truant,5,0,0,0.3,33.0,58,109,112,48,48,109,484,105,109
743,633,1,6331,Deino,Dark,Dragon,Blue,Hustle,,,5,0,0,0.8,17.3,52,65,50,45,50,38,300,104,65
744,634,1,6341,Zweilous,Dark,Dragon,Blue,Hustle,,,5,0,0,1.4,50.0,72,85,70,65,70,58,420,153,85
745,635,1,6351,Hydreigon,Dark,Dragon,Blue,Levitate,,,5,0,0,1.8,160.0,92,105,90,125,90,98,600,209,125
746,636,1,6361,Larvesta,Bug,Fire,White,Flame Body,,Swarm,5,0,0,1.1,28.8,55,85,55,50,55,60,360,114,85
747,637,1,6371,Volcarona,Bug,Fire,White,Flame Body,,Swarm,5,0,0,1.6,46.0,85,60,65,135,105,100,550,155,135
748,638,1,6381,Cobalion,Steel,Fighting,Blue,Justified,,,5,1,0,2.1,250.0,91,90,129,90,72,108,580,173,90
749,639,1,6391,Terrakion,Rock,Fighting,Grey,Justified,,,5,1,0,1.9,260.0,91,129,90,72,90,108,580,208,129
750,640,1,6401,Virizion,Grass,Fighting,Green,Justified,,,5,1,0,2.0,200.0,91,90,72,90,129,108,580,173,90
751,641,1,6411,Tornadus,Flying,,Green,Prankster,,Defiant,5,1,0,1.5,63.0,79,115,70,125,80,111,580,159,125
752,641,2,6412,Tornadus,Flying,,Green,Regenerator,,,5,1,0,1.4,63.0,79,100,80,110,90,121,580,177,110
753,642,1,6421,Thundurus,Electric,Flying,Blue,Prankster,,Defiant,5,1,0,1.5,61.0,79,115,70,125,80,111,580,159,125
754,642,2,6422,Thundurus,Electric,Flying,Blue,Volt Absorb,,,5,1,0,3.0,61.0,79,105,70,145,80,101,580,159,145
755,643,1,6431,Reshiram,Dragon,Fire,White,Turboblaze,,,5,1,0,3.2,330.0,100,120,100,150,120,90,680,238,150
756,644,1,6441,Zekrom,Dragon,Electric,Black,Terabolt,,,5,1,0,2.9,345.0,100,150,120,120,100,90,680,238,150
757,645,1,6451,Landorus,Ground,Flying,Brown,Sand Force,,Sheer Force,5,1,0,1.5,68.0,89,125,90,115,80,101,600,187,125
758,645,2,6452,Landorus,Ground,Flying,Brown,Intimidate,,,5,1,0,1.3,68.0,89,145,90,105,80,91,600,187,145
759,646,1,6461,Kyurem,Dragon,Ice,Grey,Pressure,,,5,1,0,3.0,325.0,125,130,90,130,90,95,660,245,130
760,646,2,6462,Kyurem,Dragon,Ice,Grey,Turboblaze,,,5,1,0,3.6,325.0,125,120,90,170,100,95,700,245,170
761,646,3,6463,Kyurem,Dragon,Ice,Grey,Terabolt,,,5,1,0,3.3,325.0,125,170,100,120,90,95,700,245,170
762,647,1,6471,Keldeo,Water,Fighting,Yellow,Justified,,,5,1,0,1.4,48.5,91,72,90,129,90,108,580,208,129
